ID,Format,Topic,Difficulty,Question,Answer,Used,Freshness,ID Search,Answer Search,,,,,,,,,,,,,,,,,,,,,,
Q1753,,Pride,0,What iconic duo and trans activists led the stonewall riots in NYC?,Marsha P Johnson and Sylvia Rivera,June 9 26,13,Not Found,June 9 26,,,,,,,,,,,,,,,,,,,,,,
Q1754,,Pride,0,Who were the two runners up of ru Paul’s drag race season 12?,Crystal Methyd & Gigi Goode,June 9 26,13,Not Found,June 9 26,,,,,,,,,,,,,,,,,,,,,,
Q1755,,Pride,0,Which film/musical featured the iconic line “You Change the world when you change your mind” spoken by main character Lola?,Kinky Boots,June 9 26,13,Not Found,June 9 26,,,,,,,,,,,,,,,,,,,,,,
Q1756,,Pride,0,Name the artist of the album “Alligator Bites Never Heal”,Docehii,June 9 26,13,Not Found,June 9 26,,,,,,,,,,,,,,,,,,,,,,
Q1757,,Pride,0,What year did ACT UP (in New York) begin which served as a force of activism for HIV/AIDS awareness?,1987,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1758,,Pride,0,Which poet (who called Blacksburg home) famously conducted a televised conversation with James Baldwin in 1971 that remains an important document of Black intellectual history?,Nikki Giovanni,June 9 26,13,Not Found,June 9 26,,,,,,,,,,,,,,,,,,,,,,
Q1759,,Pride,0,Which LGBTQ+ rights organization uses the equal sign (=) as its logo?,Human Rights Campaign,June 9 26,13,Not Found,June 9 26,,,,,,,,,,,,,,,,,,,,,,
Q1760,,US,0,"During the Cold War,the U.S. government built a bunker to house Congress under what golf resort?",The Greenbriar,July 7 26,9,Not Found,July 7 26,,,,,,,,,,,,,,,,,,,,,,
Q1761,,US,0,"At the 1969 Woodstock festival, Jimi Hendrix played a famous rendition of what patriotic song?",Star Spangled Banner,July 7 26,9,Not Found,July 7 26,,,,,,,,,,,,,,,,,,,,,,
Q1762,,High Art,0,What classic Steinbeck novel had a first draft that was eaten by the author’s dog in 1936?,Of Mice and Men,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1763,,STEM,0,What is the element Polonium named for?,Poland,July 7 26,9,Not Found,July 7 26,,,,,,,,,,,,,,,,,,,,,,
Q1764,,Geography,0,"True or False, the Appalachian Trail goes through South Carolina",False,March 17 26,25,Not Found,March 17 26,,,,,,,,,,,,,,,,,,,,,,
Q1765,,Geology,0,What adjective describes petroleum before it has been refined?,Crude,July 7 26,9,Not Found,July 7 26,,,,,,,,,,,,,,,,,,,,,,
Q1766,,STEM,0,An inward collapse of a vessel is called what?,Implosion,July 7 26,9,Not Found,July 7 26,,,,,,,,,,,,,,,,,,,,,,
Q1767,,Sports/Games,0,In what sport do participants call out a solution to the following? Cube root of 64!,Golf (fore!),July 7 26,9,Not Found,July 7 26,,,,,,,,,,,,,,,,,,,,,,
Q1768,,Misc,0,"What is the collective name for colors formed by mixing any two of these three colors? red, yellow, blue",secondary colors,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1769,,STEM,0,The first quartile equals what percentile?,25th percentile,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1770,,High Art,0,Name the fierce-looking boar who leads the rebellion against Mr. Jones in George Orwell's 'Animal Farm.',Napoleon,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1771,,Geography,0,What sea is to the northeast of Australia and home to the Great Barrier Reef?,Coral Sea,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1772,,STEM,0,How many square yards are in a square 33 feet on a side?,121 square yards,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1773,,STEM,0,"About 10% of natural gas is propane and butane, another 10% consists of ethane, and the other 80% is",Methane,July 7 26,9,Not Found,July 7 26,,,,,,,,,,,,,,,,,,,,,,
Q1774,,Biology/Zoology,0,"The long, slow brain waves characteristic of a relaxed state are named for which letter of the Greek alphabet?",Alpha,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1775,,STEM,0,Soils lower than 7.0 pH are acidic while soils higher than 7.0 are what?,alkaline,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1776,,STEM,0,What two-digit number is the square of the sum of its digits?,81,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1777,,World,0,"In addition to Russia, what other two permanent members of the United Nations Security Council are European?","France, Great Britain",July 7 26,9,Not Found,July 7 26,,,,,,,,,,,,,,,,,,,,,,
Q1778,,US,0,Name a ten-mile-wide strip of land over which the United States gained control in 1903.,Panama Canal Zone,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1779,,Geography,0,"True or False, Angel Falls in Venezuela is more than ten times higher than Niagara Falls.",True (close to 20),July 7 26,9,Not Found,July 7 26,,,,,,,,,,,,,,,,,,,,,,
Q1780,,Geography,0,What is the capital of Puerto Rico?,San Juan,July 7 26,9,Not Found,July 7 26,,,,,,,,,,,,,,,,,,,,,,
Q1781,,Geography,0,Herare (pronounced Heh Rah Ray) is the capital and largest city of what country?,Zimbabwe,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1782,,Linguistics,0,What is the term for a truce or temporary cessation of hostilities during wartime?,Armistice,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1783,,Spooky,0,Depictions of the Grim Reaper often show him carrying what kind of agricultural implement?,Scythe,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1784,,US,0,How many people serve as whips in the U.S. Congress?,4,May 12 26,17,Not Found,May 12 26,,,,,,,,,,,,,,,,,,,,,,
Q1785,,US,0,Is the Golden Gate Bridge more or less than 100 years old?,Less (89),July 7 26,9,Not Found,July 7 26,,,,,,,,,,,,,,,,,,,,,,
Q1786,,Geography,0,What is the southernmost Scandinavian country?,Denmark,June 9 26,13,Not Found,June 9 26,,,,,,,,,,,,,,,,,,,,,,
Q1787,,Misc,0,"In the Northern Hemisphere, what season occurs between the vernal equinox and the summer solstice?",Spring,July 7 26,9,Not Found,July 7 26,,,,,,,,,,,,,,,,,,,,,,
Q1788,,Biology/Zoology,0,What is the shape of the unique red marking on the underside of a black widow spider?,hourglass,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1789,,STEM,0,The odometer on Bob's Camaro reads 94680. What is the fewest number of miles he must drive before the numbers on his odometer form a palindrome?,69,Not Found,Fresh,Aug 4 26,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1790,,Biology/Zoology,0,Albinism is caused by the absence of what pigment in the skin?,Melanin,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1791,,US,0,An image of what historic structure in Philadelphia is depicted on the back of a U.S. $100 bill?,Independence Hall,July 7 26,9,Not Found,July 7 26,,,,,,,,,,,,,,,,,,,,,,
Q1792,,US,0,Which amendment guarantees the assistance of counsel during legal proceedings?,Sixth Amendment,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1793,,STEM,0,Fluids include liquids and what else?,gases,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1794,,Film/TV,0,What does sitcom mean?,Situational Comedy,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1795,,Music,,What term derived from the Greek language indicates a song of praise to the gods?,Hymn,July 14 26,8,Not Found,July 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1796,,Music,0,What musical instruments are brass dishes with leather handles?,Cymbals,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1797,,Music,,How many pedals does a modern grand piano have?,3,March 17 26,25,Not Found,March 17 26,,,,,,,,,,,,,,,,,,,,,,
Q1798,,Music,0,"The melody for the Christmas song, ""What Child Is This"" is identical to the melody for what 16th-century English song?",Greensleeves,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1799,,Music,,"These are characters in what long-running musical? Victoria, Alonzo, Mr. Mistoffelees",Cats,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1800,,Music,0,What are the individual parts of a composite musical work such as a symphony or concerto called?,Movements,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1801,,Music,,"Which guitarist didn't play left handed: Jimi Hendrix, Paul McCartney, Carlos Santana, or Kurt Cobain?",Santana,July 14 26,8,Not Found,July 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1802,,Music,0,What musical group is formed by combining two trios?,Sextet,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1803,,Music,,What male singing voice is lower than tenor and higher than bass?,Baritone,July 14 26,8,Not Found,July 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1804,,Music,0,"Who wrote the music for these films? E.T., Jaws, Superman",John Williams,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1805,,Music,,Is a saxophone considered a Brass Instrument or a Woodwind?,Woodwind,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1806,,Music,0,"Aside from two violins, what are the other instruments in a string quartet?","Cello, Viola",July 14 26,8,Not Found,July 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1807,,Music,,What instrument is used to play Taps or other Military Calls?,Bugle (NOT TRUMPET!!!!),Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1808,,Music,0,"How many albums need to be sold for an album to be certified ""Diamond"" by the RIAA","10,000,000",July 14 26,8,Not Found,July 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1809,,Music,,"How many albums need to be sold for an album to be certified ""Paltinum"" by the RIAA","1,000,000",July 14 26,8,Not Found,July 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1810,,Music,0,What is the term for illegally inflating your sales or streaming numbers by paying Radio Stations to play your music?,Payola,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1811,,Music,,"The songs Born to Run (Springsteen) , Last Friday Night (Katy Perry) , and Aja (pronounced Asia, Steely Dan) all feature what kind of solo?",Saxophone,July 14 26,8,Not Found,July 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1812,,Music,0,"At over 8 minutes long, American Pie by Don McClean was the longest song to top the billboard charts until what 2021 track stole the record?",All Too Well (10 Minute Version),July 14 26,8,Not Found,July 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1813,,Music,,"Which of these songs has Weird Al Yankovic NOT parodied: Queen's Bohemian Rhapsody, Backstreet Boys' I Want it that Way, or Weezer's Buddy Holly",Buddy Holly,July 14 26,8,Not Found,July 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1814,,Music,0,"True or False, Enter Sandman never reached top 10 on the Billboard charts?","True, peaked at 16",July 14 26,8,Not Found,July 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1815,,Music,,Iggy Azalea's hit 2014 track Fancy featured what up and coming British pop star?,Charli XCX,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1816,,Music,0,Who is Childish Gambino?,Donald Glover,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1817,,Music,,What was the first music video to reach 100 million streams on YouTube?,Girlfriend by Avril Lavigne (pride of Greater Napanee),July 14 26,8,Not Found,July 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1818,,Music,0,What was the first music video to reach 1 billion streams on YouTube?,Gangnam Style,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1819,,Low Art,,"In ""The Devil Wears Prada"", The character Miranda Priestly  is largely based upon what publishing icon?",Anna Wintour,Aug 4 26,5,Aug 4 26,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1820,,Poorly Described Movie,0,"What 2001 movie can be poorly described as, ""a great makeover turns a choir girl into a world leader""",The Princess Diaries,Aug 4 26,5,Aug 4 26,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1821,,Low Art,,"In the morbid black comedy from 1971- Harold and Maude, what kind of vehicle does Harold drive?",a Hearse,Aug 4 26,5,Aug 4 26,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1822,,Low Art,0,How many original studio albums has Taylor Swift released (not including re-releases)?,12,Aug 4 26,5,Aug 4 26,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1823,,Geography,,"What state has a higher population, New Hampshire or Vermont?",New Hampshire,Aug 4 26,5,Aug 4 26,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1824,,Food/Drink,0,"What award, named for a chef and cookbook author, is considered the highest honor a chef in America can receive?",James Beard Award,Aug 4 26,5,Aug 4 26,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1825,,Food/Drink,,What tire company publishes an annual guide to the best restaurants and hotels in the world?,Michelin,Aug 4 26,5,Aug 4 26,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1826,,Geography,0,The world's Southermost city is in what country?,Argentina (Tierra Del Fuego),Aug 4 26,5,Aug 4 26,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1827,,Geography,,"Leesburg is the largest TOWN in Virginia, what is the 2nd largest?",Blacksburg,Aug 4 26,5,Aug 4 26,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1828,,US,0,Alexander Hamilton and Aaron Burr's famous duel took place in what state?,New Jersey,Aug 4 26,5,Aug 4 26,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1829,,US,,"Fayetteville NC, Lafayette LA, and Lafayette Park in Washington DC are all named for what french revolutionary?",Gilbert du Motier AKA Marquis de Lafayette,Aug 4 26,5,Aug 4 26,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1830,,Food/Drink,0,"By law, Bourbon must be made from mash that is at least 51% WHAT grain?",Corn,Aug 4 26,5,Aug 4 26,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1831,,STEM,,"What company made iconic ""dumb"" phones like the RAZR, the SLVR, and the PEBL and the ROKR",Motoroloa,Aug 4 26,5,Aug 4 26,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1832,,Sports/Games,0,Give me either the man or woman who currently has won the most grand slams in tennis.,Novak Djokovic or Peggy (Margaret) Court,Aug 4 26,5,Aug 4 26,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1833,,World,,Over 70% of the entire world's maple syrup supply comes from what canadian province?,Quebec,Aug 4 26,5,Aug 4 26,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1834,,World,0,"James Naismith, Leonard Cohen, Justin Trudeau and William Shatner are all alumni of what prestigious Montreal-based university?",McGill University,Aug 4 26,5,Aug 4 26,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1835,,Sports/Games,,Euchre is a traditional midwestern game played with what?,Playing Cards,Aug 4 26,5,Aug 4 26,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1836,,Food/Drink,0,Is a Benny's slice more or less than 18 inches long?,Less (14 inches),Aug 4 26,5,Aug 4 26,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1837,,STEM,,"What is the innermost part of the eye, containing both rods and cones?",The Retina,Aug 4 26,5,Aug 4 26,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1838,,Sports/Games,0,"What are the 5 items you must produce in the board game, catan.","Brick, Lumber, Wool, Grain, Ore",Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1839,,US,,What president made the call to drop the atomic bomb,Harry S. Truman,Aug 4 26,5,Aug 4 26,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1840,,Sports/Games,0,What film stars Kevin Costner as an aging pitcher that tries to tame Tim Robbins' character Nuke LaLoosh?,Bull Durham,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1841,,Sports/Games,,The NHL originally only had 6 teams before a major expansion in 1967. How many new teams did they add?,Six (6),Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1842,,Sports/Games,0,Ilia Malinin is a 3 time world champion and olympic gold medalist with what rhyming nickname?,Quad God,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1843,,Sports/Games,,"In baseball, ""A-Rod"" is Alex Rodriguez, but who is ARod in Tennis?",Andy Roddick,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1844,,Sports/Games,0,"Rory McIlroy recently completed what acheievement in golf, a feat that hasn't been accomplished since Tiger Woods?",Career Grand Slam,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1845,,Sports/Games,,What does the abbreviation NIL stand for when referring to college sports?,"Name, Image, (and) Likeness",Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1846,,Sports/Games,0,"What sport uses these terms: Riposte, Hilt",Fencing,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1847,,Sports/Games,,"What sport uses these terms: Corner Throw, Bathing Cap",Water Polo,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1848,,Sports/Games,0,"What sport uses these terms: Heavy Ice, Shot Rock",Curling,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1849,,Sports/Games,,July 1st is known to baseball fans as WHAT day?,Bobby Bonilla (Bo-Knee-Uh)Day,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1850,,Sports/Games,0,"One of two teams in the Fulham borough of London, which British pro soccer club is nicknamed ""the Blues""",Chelsea,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1851,,Sports/Games,,Aja Wilson and NaLyssa Smith lead what champion WNBA team?,Las Vegas Aces,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1852,,Sports/Games,0,Florence Griffith Joyner was a world champion sprinter and gold medalist better known by what nickname?,Flo-Jo,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1853,,Sports/Games,,Seattle Mariner's star catcher Cal Raleigh sports what nickname in honor of his physique and ability?,Big Dumper,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1854,,Sports/Games,0,"What sport is divided into 6 periods called ""Chukkas""",Polo,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1855,,Sports/Games,,"What high speed sport name is from Basque words meaning ""merry festival"" and is also a popular IPA made by Cigar City Brewing?",Jai Alai,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1856,,Sports/Games,0,"James Conrad of Blacksburg Virginia shocked everyone after making the ""Holy Shot"" to win the World Championship in what sport?",Disc Golf,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1857,,Sports/Games,,How many laps is the Indy 500?,200 2.5 Mile Laps,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1858,,Sports/Games,0,"Lewis Hamilton, Max Verstappen, and Sebastian Vettel have all won 4 consecutive Formula 1 World Drivers Championships. Who is the only driver to have won more consecutive championships?",Michael Schumacher,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1859,,Sports/Games,,What is the highest value section of the dart board?,Triple Twenty,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1860,,Sports/Games,0,Who played outfield and stole 30 bases while playing for the Birmingham Barons in 1994,"Michael Jordan (yes, that one)",Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1861,,Sports/Games,,"What two words surround the ""In Jail"" space on a classic Monopoly board?",Just Visiting,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1862,,Sports/Games,0,This ancient Chinese game is played with 361 pieces called stones?,Go,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1863,,Sports/Games,,What was the classic game Clue called in the United Kingdom?,Cluedo,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1864,,Sports/Games,0,"Originally inspired by games from China and India, Ludo has inspired many modern games such as Parcheesi, and WHAT Hasbro product?",Sorry!,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1865,,Sports/Games,,What color are the 2nd most valuable properties in Monopoly?,Green,Not Found,Fresh,Not Found,March 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1866,,Sports/Games,0,What game is played on a board with 24 spear-shaped points and a doubling cube?,Backgammon,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1867,,Sports/Games,,"Were there more or less than 15,000 dollars in the original Monopoly set?","More (15,140)",Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1868,,Sports/Games,0,Before and After: Being a secret observer leads into a well-known business newspaper.,Fly on the Wall Street Journal,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1869,,Sports/Games,,Before and After: This puzzle links a what you strum on a bluegrass instrument with risque beachwear,Banjo String Bikini,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1870,,Sports/Games,0,Before and After: A store return policy leads into what students dread at the end of a semester,All Sales Final Exams,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1871,,Sports/Games,,What two word phrase is used to officially begin play in Baseball?,Play Ball,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1872,,Sports/Games,0,What is the term for getting three strikes in a row in bowling?,Turkey,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1873,,Sports/Games,,"In craps, what is the term for rolling a pair of ones?",snake eyes,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1874,,Misc,0,Before and After: This one links a fast food giant to a retro wide-legged denim trend,TACO BELL-BOTTOM JEANS,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1875,,Misc,,Before and After: A famous theme park leads into something beauty pageant contestants always wish for,WALT DISNEY WORLD PEACE,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1876,,Misc,0,Before and After: This links a body part named after a biblical figure to an expression of deep fondness,ADAM'S APPLE OF MY EYE,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1877,,STEM,,"Gunpowder is made from Sulfur, Charcoal, and WHAT?",Saltpeter (Potassium Nitrate),Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1878,,Sports/Games,0,"In Space Jam: A New Legacy, what athlete must face The Goon Squad after his son is stolen by a rogue AI?",LeBron James,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1879,,Film/TV,,What is the name of the murderous computer in 2001: A Space Odyssey?,HAL 9000,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1880,,Poorly Described Movie,0,"What 2013 film can be poorly described as ""George Clooney would rather float away in space & die than spend more time with a woman his own age""",Gravity,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1881,,US,,Was the Space Needle in Seattle built before or after we landed on the moon?,Before (1962),Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1882,,US,0,Are more or fewer than 10 presidents buried in Virginia ,Fewer (7),Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1883,,Religion/Myth,,What is the term for the four books of the bible containing the story of Jesus?,The Gospels,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1884,,Religion/Myth,0,What is the Hebrew term for the books of the bible about 'Law'?,Torah,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1885,,Geography,,What is the term for the line of latitude at 23.5 degrees south?,Tropic of Capricorn,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1886,,Food/Drink,0,"What oyster dish is made with butter, herbs, and breadcrumbs?",Oysters Rockefeller,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1887,,Geography,,What is Canada's most populous territory?,Ontario,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1888,,Geography,0,"Which countries capital is NOT their largest city: Canada, Japan, England, or Germany?",Canada,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1889,,Geography,,What country is the historic city of Timbuktu located in?,Mali,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1890,,Low Art,0,What book is 'Long John Silver' from?,Treasure Island,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1891,,Biology/Zoology,,One of the most prized fish for sushi is the bluefin WHAT?,Tuna,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1892,,Fashion,0,What eyewear company is named for two Jack Kerouac characters?,Warby Parker,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1893,,STEM,,What is number 20 on the periodic table and essential for tooth growth?,Calcium,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1894,,Fashion,0,"What shoe company founded in 1966 describes themselves as ""Off The Wall""?",Vans,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1895,,Geography,,What is the tallest mountain in North America?,Denali,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1896,,World,0,What empire did Alexander the Great lead?,Macedon/Macedonian,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1897,,Food/Drink,,"Pumpkin Pie Spice often includes what ingredient alongside cinnamon, nutmeg, and ginger?",Clove,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1898,,STEM,,What is the Hippocratic oath?,First do no harm,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1899,,World,,What is the capital of Northern Ireland?,Belfast,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1900,,Film/TV,,Doctor Sleep is the sequel to what iconic horror film/novel?,The Shining,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1901,,US,,"What city is called ""The Birthplace of California"" since it was first settled by the Spanish in 1542?",San Diego,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1902,,Economics,,What is the term for the total value of a country's market goods and services?,Gross Domestic Product,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1903,,Economics,,What food item does The Economist magazine use to measure purchasing power between countries?,Big Mac,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1904,,Economics,,What does S&P in S&P 500 stand for?,Standard and Poor,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1905,,STEM,,Photovoltaic Cells are used in what product?,Solar Panels,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
